,Date,Home,Name,Position,Team,Vs,A,Bbps,BPS,CS,FA,G,GC,GW,Mins,Off,OG,On,Pl Rc,Pl Yc,Starts,TA,X A,X G,X Gi,Date_Formatted,Vs_xGC_per90_Last6,Vs_xG_per90_Last6,xG_per90_Last6,xA_per90_Last6,xGC_per90_Last6
10258,21/11/2020,True,"Cavani  Edinson Cavani (Manchester United, Forward)",FWD,MUN,WBA,0,-1,-1,0,0,0,0,9,28,0,0,1,0,1,0,0,0.0,0.18,0.18,2020-11-21,1.3683333333333334,0.5416666666666667,,,
10311,21/11/2020,True,"Saint-Maximin  Allan Saint-Maximin (Newcastle United, Midfielder)",MID,NEW,CHE,0,5,5,0,0,0,2,9,74,1,0,0,0,0,1,0,0.02,0.11,0.13,2020-11-21,0.7000000000000001,1.6333333333333335,0.1352216748768473,0.18177339901477835,1.151305418719212
10257,21/11/2020,True,"Bruno Fernandes  Bruno Miguel Borges Fernandes (Manchester United, Midfielder)",MID,MUN,WBA,0,19,40,1,0,1,0,9,90,0,0,0,0,0,1,0,1.11,0.91,2.02,2020-11-21,1.3683333333333334,0.5416666666666667,0.5775000000000001,0.20625,1.2453124999999998
10261,21/11/2020,True,"Martial  Anthony Martial (Manchester United, Forward)",FWD,MUN,WBA,0,9,9,1,0,0,0,9,90,0,0,0,0,0,1,0,0.39,0.58,0.97,2020-11-21,1.3683333333333334,0.5416666666666667,,,
10262,21/11/2020,True,"Mata  Juan Mata (Manchester United, Midfielder)",MID,MUN,WBA,0,10,19,1,1,0,0,9,62,1,0,0,0,0,1,1,0.1,0.0,0.1,2020-11-21,1.3683333333333334,0.5416666666666667,,,
10263,21/11/2020,True,"Matic  Nemanja Matic (Manchester United, Midfielder)",MID,MUN,WBA,0,16,16,1,0,0,0,9,90,0,0,0,0,0,1,0,0.63,0.0,0.63,2020-11-21,1.3683333333333334,0.5416666666666667,,,
10264,21/11/2020,True,"McTominay  Scott McTominay (Manchester United, Midfielder)",MID,MUN,WBA,0,4,4,0,0,0,0,9,6,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.3683333333333334,0.5416666666666667,0.031658291457286436,0.024874371859296487,0.9605778894472363
10265,21/11/2020,True,"Lindelof  Victor Nilsson-Lindelof (Manchester United, Defender)",DEF,MUN,WBA,0,14,26,1,0,0,0,9,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-11-21,1.3683333333333334,0.5416666666666667,0.0,0.016,1.012
10266,21/11/2020,True,"Rashford  Marcus Rashford (Manchester United, Midfielder)",MID,MUN,WBA,0,6,6,1,0,0,0,9,79,1,0,0,0,0,1,0,0.08,0.47,0.55,2020-11-21,1.3683333333333334,0.5416666666666667,0.29,0.06833333333333334,1.4283333333333332
10267,21/11/2020,True,"Fred  Frederico Rodrigues de Paula Santos (Manchester United, Midfielder)",MID,MUN,WBA,0,15,15,1,0,0,0,9,84,1,0,0,0,0,1,0,0.06,0.03,0.09,2020-11-21,1.3683333333333334,0.5416666666666667,0.028346456692913385,0.1062992125984252,1.0515223097112862
10268,21/11/2020,True,"Alex Telles  Alex Nicolao Telles (Manchester United, Defender)",DEF,MUN,WBA,0,10,22,1,0,0,0,9,90,0,0,0,0,0,1,0,0.05,0.05,0.1,2020-11-21,1.3683333333333334,0.5416666666666667,,,
10269,21/11/2020,True,"Wan-Bissaka  Aaron Wan-Bissaka (Manchester United, Defender)",DEF,MUN,WBA,0,19,31,1,0,0,0,9,90,0,0,0,0,0,1,0,0.05,0.0,0.05,2020-11-21,1.3683333333333334,0.5416666666666667,0.018333333333333333,0.014999999999999998,1.4283333333333332
10270,21/11/2020,True,"van de Beek  Donny van de Beek (Manchester United, Midfielder)",MID,MUN,WBA,0,4,4,0,0,0,0,9,11,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.3683333333333334,0.5416666666666667,,,
10272,21/11/2020,False,"Bartley  Kyle Bartley (West Bromwich Albion, Defender)",DEF,WBA,MUN,0,13,13,0,0,0,1,9,90,0,0,0,0,0,1,0,0.0,0.1,0.1,2020-11-21,1.428333333333333,1.2316666666666667,,,
10273,21/11/2020,False,"Matheus Pereira  Matheus Fellipe Costa Pereira (West Bromwich Albion, Midfielder)",MID,WBA,MUN,0,13,13,0,0,0,1,9,90,0,0,0,0,0,1,0,0.09,0.03,0.12,2020-11-21,1.428333333333333,1.2316666666666667,0.0784503631961259,0.19394673123486683,1.2454721549636805
10274,21/11/2020,False,"Diangana  Grady Diangana (West Bromwich Albion, Midfielder)",MID,WBA,MUN,0,9,9,0,0,0,1,9,62,1,0,0,0,0,1,0,0.02,0.04,0.06,2020-11-21,1.428333333333333,1.2316666666666667,0.05638051044083527,0.01879350348027842,1.3131322505800462
10275,21/11/2020,False,"Furlong  Darnell Furlong (West Bromwich Albion, Defender)",DEF,WBA,MUN,0,3,3,0,0,0,1,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.428333333333333,1.2316666666666667,0.054000000000000006,0.12000000000000001,1.3960000000000001
10276,21/11/2020,False,"Gallagher  Conor Gallagher (West Bromwich Albion, Midfielder)",MID,WBA,MUN,0,16,16,0,0,0,1,9,90,0,0,0,0,1,1,0,0.11,0.0,0.11,2020-11-21,1.428333333333333,1.2316666666666667,,,
10277,21/11/2020,False,"Grant (Karlan)  Karlan Grant (West Bromwich Albion, Forward)",FWD,WBA,MUN,0,4,4,0,0,0,1,9,62,1,0,0,0,0,1,0,0.15,0.05,0.2,2020-11-21,1.428333333333333,1.2316666666666667,,,
10278,21/11/2020,False,"Ivanovic  Branislav Ivanovic (West Bromwich Albion, Defender)",DEF,WBA,MUN,0,7,7,0,0,0,1,9,79,1,0,0,0,0,1,0,0.0,0.07,0.07,2020-11-21,1.428333333333333,1.2316666666666667,,,
10279,21/11/2020,False,"Johnstone  Sam Johnstone (West Bromwich Albion, Goalkeeper)",GKP,WBA,MUN,0,20,20,0,0,0,1,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.428333333333333,1.2316666666666667,0.0,0.0,1.3683333333333334
10280,21/11/2020,False,"Krovinovic  Filip Krovinovic (West Bromwich Albion, Midfielder)",MID,WBA,MUN,0,3,3,0,0,0,0,9,11,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.428333333333333,1.2316666666666667,0.04309859154929578,0.07605633802816901,1.2270140845070423
10281,21/11/2020,False,"Robinson (Callum)  Callum Robinson (West Bromwich Albion, Forward)",FWD,WBA,MUN,0,1,1,0,0,0,0,9,28,0,0,1,0,0,0,0,0.01,0.03,0.04,2020-11-21,1.428333333333333,1.2316666666666667,0.11955719557195571,0.06309963099630997,1.5390036900369002
10282,21/11/2020,False,"Robson-Kanu  Hal Robson-Kanu (West Bromwich Albion, Forward)",FWD,WBA,MUN,0,1,1,0,0,0,0,9,28,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.428333333333333,1.2316666666666667,,,
10283,21/11/2020,False,"Sawyers  Romaine Sawyers (West Bromwich Albion, Midfielder)",MID,WBA,MUN,0,16,16,0,0,0,1,9,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-11-21,1.428333333333333,1.2316666666666667,,,
10285,21/11/2020,False,"Abraham  Tammy Abraham (Chelsea, Forward)",FWD,CHE,NEW,0,9,33,1,0,1,0,9,90,0,0,0,0,0,1,0,0.05,0.54,0.59,2020-11-21,1.4283333333333335,1.2083333333333333,0.44877384196185294,0.014713896457765668,0.42866485013623973
10312,21/11/2020,True,"Schär  Fabian Schär (Newcastle United, Defender)",DEF,NEW,CHE,0,6,6,0,0,0,1,9,45,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,0.7000000000000001,1.6333333333333335,0.007377049180327869,0.019672131147540982,1.0342622950819673
10358,21/11/2020,True,"Kane  Harry Kane (Tottenham Hotspur, Forward)",FWD,TOT,MCI,1,4,13,1,0,0,0,9,90,0,0,0,0,1,1,1,0.03,0.0,0.03,2020-11-21,1.36,1.2366666666666666,0.9400000000000001,0.16833333333333333,0.9966666666666667
10355,21/11/2020,True,"Bergwijn  Steven Bergwijn (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,0,7,7,1,0,0,0,9,73,1,0,0,0,0,1,0,0.08,0.0,0.08,2020-11-21,1.36,1.2366666666666666,,,
10142,21/11/2020,False,"March  Solomon March (Brighton and Hove Albion, Midfielder)",MID,BHA,AVL,0,10,31,0,0,1,1,9,90,0,0,0,0,0,1,0,0.03,0.06,0.09,2020-11-21,1.3433333333333335,1.6783333333333335,0.19729064039408867,0.19507389162561575,1.2182266009852218
10143,21/11/2020,False,"Maupay  Neal Maupay (Brighton and Hove Albion, Forward)",FWD,BHA,AVL,0,-3,-3,0,0,0,1,9,80,1,0,0,0,0,1,0,0.01,0.76,0.77,2020-11-21,1.3433333333333335,1.6783333333333335,0.59,0.084,0.9500000000000001
10144,21/11/2020,False,"Molumby  Jayson Molumby (Brighton and Hove Albion, Midfielder)",MID,BHA,AVL,0,3,3,0,0,0,0,9,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.3433333333333335,1.6783333333333335,,,
10145,21/11/2020,False,"Mat Ryan  Mathew Ryan (Brighton and Hove Albion, Goalkeeper)",GKP,BHA,AVL,0,19,19,0,0,0,1,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.3433333333333335,1.6783333333333335,0.0,0.0,0.9500000000000001
10146,21/11/2020,False,"Veltman  Joël Veltman (Brighton and Hove Albion, Defender)",DEF,BHA,AVL,0,10,10,0,0,0,1,9,45,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-11-21,1.3433333333333335,1.6783333333333335,,,
10147,21/11/2020,False,"Webster  Adam Webster (Brighton and Hove Albion, Defender)",DEF,BHA,AVL,0,13,13,0,0,0,1,9,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-11-21,1.3433333333333335,1.6783333333333335,0.155,0.023333333333333334,1.0833333333333333
10148,21/11/2020,False,"Welbeck  Danny Welbeck (Brighton and Hove Albion, Forward)",FWD,BHA,AVL,0,11,35,0,0,1,1,9,90,0,0,0,0,0,1,0,0.16,0.52,0.68,2020-11-21,1.3433333333333335,1.6783333333333335,,,
10141,21/11/2020,False,"Lamptey  Tariq Lamptey (Brighton and Hove Albion, Defender)",DEF,BHA,AVL,0,-7,-7,0,0,0,1,9,89,0,0,0,1,0,1,0,0.22,0.0,0.22,2020-11-21,1.3433333333333335,1.6783333333333335,0.10413223140495868,0.05764462809917357,1.0201446280991735
10149,21/11/2020,False,"White (Ben)  Ben White (Brighton and Hove Albion, Defender)",DEF,BHA,AVL,0,8,8,0,0,0,1,9,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-11-21,1.3433333333333335,1.6783333333333335,0.006666666666666666,0.054999999999999986,1.0833333333333333
10365,21/11/2020,True,"Sissoko  Moussa Sissoko (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,0,7,7,1,0,0,0,9,90,0,0,0,0,1,1,0,0.0,0.0,0.0,2020-11-21,1.36,1.2366666666666666,0.0,0.018493150684931504,0.9990410958904107
10364,21/11/2020,True,"Lucas Moura  Lucas Rodrigues Moura da Silva (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,0,2,2,0,0,0,0,9,17,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.36,1.2366666666666666,0.3059113300492611,0.031034482758620686,1.02871921182266
10363,21/11/2020,True,"Rodon  Joe Rodon (Tottenham Hotspur, Defender)",DEF,TOT,MCI,0,3,3,0,0,0,0,9,9,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.36,1.2366666666666666,,,
10362,21/11/2020,True,"Reguilón  Sergio Reguilón (Tottenham Hotspur, Defender)",DEF,TOT,MCI,0,9,21,1,0,0,0,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.36,1.2366666666666666,,,
10361,21/11/2020,True,"NDombele  Tanguy NDombele (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,1,14,23,1,0,0,0,9,65,1,0,0,0,0,1,1,0.17,0.0,0.17,2020-11-21,1.36,1.2366666666666666,0.17154696132596686,0.06215469613259668,1.0171546961325966
10360,21/11/2020,True,"Lo Celso  Giovani Lo Celso (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,0,1,19,0,0,1,0,9,25,0,0,1,0,0,0,0,0.0,0.33,0.33,2020-11-21,1.36,1.2366666666666666,,,
10359,21/11/2020,True,"Lloris  Hugo Lloris (Tottenham Hotspur, Goalkeeper)",GKP,TOT,MCI,0,21,33,1,0,0,0,9,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-11-21,1.36,1.2366666666666666,0.0,0.0,0.9966666666666667
10366,21/11/2020,True,"Son  Heung-Min Son (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,0,8,29,1,0,1,0,9,90,0,0,0,0,0,1,0,0.02,0.32,0.34,2020-11-21,1.36,1.2366666666666666,0.3506493506493507,0.13636363636363638,0.9850432900432898
10140,21/11/2020,False,"Lallana  Adam Lallana (Brighton and Hove Albion, Midfielder)",MID,BHA,AVL,1,9,18,0,0,0,0,9,45,1,0,0,0,0,1,1,0.01,0.1,0.11,2020-11-21,1.3433333333333335,1.6783333333333335,0.05179856115107914,0.1143884892086331,1.043093525179856
10139,21/11/2020,False,"Groß  Pascal Groß (Brighton and Hove Albion, Midfielder)",MID,BHA,AVL,1,15,24,0,0,0,1,9,89,1,0,0,0,0,1,1,0.22,0.0,0.22,2020-11-21,1.3433333333333335,1.6783333333333335,0.08215767634854772,0.27261410788381746,1.0496680497925313
10138,21/11/2020,False,"Dunk  Lewis Dunk (Brighton and Hove Albion, Defender)",DEF,BHA,AVL,0,17,17,0,0,0,1,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.3433333333333335,1.6783333333333335,,,
10259,21/11/2020,True,"De Gea  David De Gea (Manchester United, Goalkeeper)",GKP,MUN,WBA,0,10,22,1,0,0,0,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.3683333333333334,0.5416666666666667,0.0,0.0,1.4283333333333332
10122,21/11/2020,True,"Barkley  Ross Barkley (Aston Villa, Midfielder)",MID,AVL,BHA,0,3,3,0,0,0,0,9,5,1,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.0833333333333333,1.32,0.24,0.24400000000000005,1.4680000000000002
10123,21/11/2020,True,"Cash  Matthew Cash (Aston Villa, Defender)",DEF,AVL,BHA,0,12,12,0,0,0,2,9,90,0,0,0,0,0,1,0,0.03,0.0,0.03,2020-11-21,1.0833333333333333,1.32,0.0,0.026627218934911247,1.362544378698225
10124,21/11/2020,True,"El Ghazi  Anwar El Ghazi (Aston Villa, Midfielder)",MID,AVL,BHA,0,5,5,0,0,0,0,9,16,0,0,1,0,0,0,0,0.08,0.0,0.08,2020-11-21,1.0833333333333333,1.32,,,
10125,21/11/2020,True,"Grealish  Jack Grealish (Aston Villa, Midfielder)",MID,AVL,BHA,0,12,12,0,0,0,2,9,90,0,0,0,0,1,1,0,0.29,0.03,0.32,2020-11-21,1.0833333333333333,1.32,0.37666666666666665,0.29333333333333333,1.3433333333333335
10126,21/11/2020,True,"Trezeguet  Mahmoud Hassan (Aston Villa, Midfielder)",MID,AVL,BHA,0,-3,-3,0,0,0,2,9,90,0,0,0,0,0,1,0,0.04,1.12,1.16,2020-11-21,1.0833333333333333,1.32,0.11563169164882227,0.1580299785867238,1.3279229122055676
10127,21/11/2020,True,"Hourihane  Conor Hourihane (Aston Villa, Midfielder)",MID,AVL,BHA,0,3,3,0,0,0,0,9,15,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.0833333333333333,1.32,,,
10128,21/11/2020,True,"Konsa Ngoyo  Ezri Konsa Ngoyo (Aston Villa, Defender)",DEF,AVL,BHA,0,14,26,0,0,1,2,9,90,0,0,0,0,0,1,0,0.01,0.19,0.2,2020-11-21,1.0833333333333333,1.32,0.065,0.0016666666666666666,1.3433333333333335
10129,21/11/2020,True,"Martinez  Emiliano Martinez (Aston Villa, Goalkeeper)",GKP,AVL,BHA,0,12,12,0,0,0,2,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.0833333333333333,1.32,0.0,0.0,1.3433333333333335
10130,21/11/2020,True,"McGinn  John McGinn (Aston Villa, Midfielder)",MID,AVL,BHA,0,14,14,0,0,0,2,9,90,0,0,0,0,0,1,0,0.03,0.03,0.06,2020-11-21,1.0833333333333333,1.32,0.04,0.1416666666666667,1.3433333333333335
10131,21/11/2020,True,"Mings  Tyrone Mings (Aston Villa, Defender)",DEF,AVL,BHA,0,9,9,0,0,0,2,9,90,0,0,0,0,0,1,0,0.01,0.23,0.24,2020-11-21,1.0833333333333333,1.32,0.07999999999999999,0.003333333333333333,1.3433333333333335
10132,21/11/2020,True,"Douglas Luiz  Douglas Luiz Soares de Paulo (Aston Villa, Midfielder)",MID,AVL,BHA,0,9,9,0,0,0,2,9,75,1,0,0,0,0,1,0,0.01,0.07,0.08,2020-11-21,1.0833333333333333,1.32,0.010246679316888045,0.032447817836812144,1.338595825426945
10133,21/11/2020,True,"Targett  Matt Targett (Aston Villa, Defender)",DEF,AVL,BHA,0,10,10,0,0,0,2,9,90,0,0,0,0,1,1,0,0.04,0.0,0.04,2020-11-21,1.0833333333333333,1.32,0.026666666666666665,0.07500000000000001,1.3433333333333335
10134,21/11/2020,True,"Traore (Bertrand)  Bertrand Traore (Aston Villa, Midfielder)",MID,AVL,BHA,1,12,21,0,0,0,2,9,69,1,0,1,0,0,0,1,0.15,0.03,0.18,2020-11-21,1.0833333333333333,1.32,0.1647887323943662,0.01267605633802817,1.4411267605633804
10135,21/11/2020,True,"Watkins  Ollie Watkins (Aston Villa, Forward)",FWD,AVL,BHA,0,6,6,0,0,0,2,9,90,0,0,0,0,0,1,0,0.08,0.0,0.08,2020-11-21,1.0833333333333333,1.32,0.7050000000000001,0.06,1.3433333333333335
10136,21/11/2020,False,"Bissouma  Yves Bissouma (Brighton and Hove Albion, Midfielder)",MID,BHA,AVL,0,11,11,0,0,0,1,9,90,0,0,0,0,1,1,0,0.0,0.0,0.0,2020-11-21,1.3433333333333335,1.6783333333333335,0.08,0.03,0.9900000000000001
10137,21/11/2020,False,"Burn  Dan Burn (Brighton and Hove Albion, Defender)",DEF,BHA,AVL,0,4,4,0,0,0,0,9,10,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-21,1.3433333333333335,1.6783333333333335,,,
10357,21/11/2020,True,"Højbjerg  Pierre-Emile Højbjerg (Tottenham Hotspur, Midfielder)",MID,TOT,MCI,0,21,21,1,0,0,0,9,90,0,0,0,0,0,1,0,0.04,0.0,0.04,2020-11-21,1.36,1.2366666666666666,0.004999999999999999,0.048333333333333346,0.9966666666666667
10356,21/11/2020,True,"Dier  Eric Dier (Tottenham Hotspur, Defender)",DEF,TOT,MCI,0,14,26,1,0,0,0,9,90,0,0,0,0,0,1,0,0.0,0.06,0.06,2020-11-21,1.36,1.2366666666666666,0.022,0.014,0.8160000000000001
10260,21/11/2020,True,"Maguire (Harry)  Harry Maguire (Manchester United, Defender)",DEF,MUN,WBA,0,14,26,1,0,0,0,9,90,0,0,0,0,0,1,0,0.02,0.18,0.2,2020-11-21,1.3683333333333334,0.5416666666666667,0.11833333333333332,0.004999999999999999,1.4283333333333332
10341,21/11/2020,False,"De Bruyne  Kevin De Bruyne (Manchester City, Midfielder)",MID,MCI,TOT,0,17,17,0,0,0,2,9,90,0,0,0,0,0,1,0,0.51,0.29,0.8,2020-11-21,0.9966666666666667,2.066666666666667,0.3345549738219895,0.24502617801047122,1.660628272251309
10340,21/11/2020,False,"João Cancelo  João Pedro Cavaco Cancelo (Manchester City, Defender)",DEF,MCI,TOT,0,16,16,0,0,0,2,9,90,0,0,0,0,0,1,0,0.43,0.02,0.45,2020-11-21,0.9966666666666667,2.066666666666667,,,
10342,21/11/2020,False,"Foden  Phil Foden (Manchester City, Midfielder)",MID,MCI,TOT,0,3,3,0,0,0,0,9,18,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-11-21,0.9966666666666667,2.066666666666667,0.2878787878787879,0.04242424242424242,1.6774747474747476
10343,21/11/2020,False,"Rúben Dias  Rúben Santos Gato Alves Dias (Manchester City, Defender)",DEF,MCI,TOT,0,6,6,0,0,0,2,9,90,0,0,0,0,1,1,0,0.01,0.21,0.22,2020-11-21,0.9966666666666667,2.066666666666667,0.014,0.008,1.062
10344,21/11/2020,False,"Rodri  Rodrigo Hernández Cascante (Manchester City, Midfielder)",MID,MCI,TOT,0,21,21,0,0,0,2,9,90,0,0,0,0,0,1,0,0.05,0.18,0.23,2020-11-21,0.9966666666666667,2.066666666666667,0.018333333333333333,0.043333333333333335,1.36
10346,21/11/2020,False,"Mahrez  Riyad Mahrez (Manchester City, Midfielder)",MID,MCI,TOT,0,6,6,0,0,0,2,9,72,1,0,0,0,0,1,0,0.11,0.03,0.14,2020-11-21,0.9966666666666667,2.066666666666667,0.16041666666666668,0.12291666666666666,1.3691203703703707
10347,21/11/2020,False,"Ederson  Ederson Santana de Moraes (Manchester City, Goalkeeper)",GKP,MCI,TOT,0,7,7,0,0,0,2,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,0.9966666666666667,2.066666666666667,0.0,0.0016666666666666666,1.36
10345,21/11/2020,False,"Laporte  Aymeric Laporte (Manchester City, Defender)",DEF,MCI,TOT,0,15,15,0,0,0,2,9,90,0,0,0,0,0,1,0,0.02,0.06,0.08,2020-11-21,0.9966666666666667,2.066666666666667,,,
10349,21/11/2020,False,"Torres  Ferran Torres (Manchester City, Midfielder)",MID,MCI,TOT,0,5,5,0,0,0,2,9,90,0,0,0,0,1,1,0,0.14,0.18,0.32,2020-11-21,0.9966666666666667,2.066666666666667,,,
10350,21/11/2020,False,"Bernardo Silva  Bernardo Mota Veiga de Carvalho e Silva (Manchester City, Midfielder)",MID,MCI,TOT,0,9,9,0,0,0,2,9,72,1,0,0,0,0,1,0,0.04,0.0,0.04,2020-11-21,0.9966666666666667,2.066666666666667,0.059602649006622516,0.06258278145695365,0.7946357615894039
10351,21/11/2020,False,"Walker (Kyle)  Kyle Walker (Manchester City, Defender)",DEF,MCI,TOT,0,17,17,0,0,0,2,9,90,0,0,0,0,0,1,0,0.05,0.0,0.05,2020-11-21,0.9966666666666667,2.066666666666667,0.020454545454545458,0.03238636363636364,1.3845454545454547
10352,21/11/2020,False,"Jesus  Gabriel Fernando de Jesus (Manchester City, Forward)",FWD,MCI,TOT,0,4,4,0,0,0,2,9,90,0,0,0,0,0,1,0,0.05,0.34,0.39,2020-11-21,0.9966666666666667,2.066666666666667,,,
10353,21/11/2020,True,"Alderweireld  Toby Alderweireld (Tottenham Hotspur, Defender)",DEF,TOT,MCI,0,11,23,1,0,0,0,9,81,1,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-21,1.36,1.2366666666666666,,,
10348,21/11/2020,False,"Sterling  Raheem Sterling (Manchester City, Midfielder)",MID,MCI,TOT,0,2,2,0,0,0,0,9,18,0,0,1,0,0,0,0,0.01,0.22,0.23,2020-11-21,0.9966666666666667,2.066666666666667,0.21833333333333338,0.18999999999999997,1.36
10354,21/11/2020,True,"Aurier  Serge Aurier (Tottenham Hotspur, Defender)",DEF,TOT,MCI,0,9,21,1,0,0,0,9,90,0,0,0,0,0,1,0,0.02,0.0,0.02,2020-11-21,1.36,1.2366666666666666,,,
10332,22/11/2020,False,"Fornals  Pablo Fornals (West Ham United, Midfielder)",MID,WHU,SHU,0,5,14,1,1,0,0,9,76,1,0,0,0,0,1,1,0.06,0.04,0.1,2020-11-22,1.5616666666666665,0.955,0.3394891944990177,0.10785854616895875,1.1545972495088408
10328,22/11/2020,False,"Bowen  Jarrod Bowen (West Ham United, Midfielder)",MID,WHU,SHU,0,9,9,1,0,0,0,9,89,1,0,0,0,0,1,0,0.16,0.25,0.41,2020-11-22,1.5616666666666665,0.955,0.3756048387096774,0.0870967741935484,1.1801814516129032
10329,22/11/2020,False,"Coufal  Vladimir Coufal (West Ham United, Defender)",DEF,WHU,SHU,0,15,27,1,0,0,0,9,90,0,0,0,0,0,1,0,0.27,0.05,0.32,2020-11-22,1.5616666666666665,0.955,0.014,0.084,1.334
10330,22/11/2020,False,"Cresswell (Aaron)  Aaron Cresswell (West Ham United, Defender)",DEF,WHU,SHU,0,17,29,1,0,0,0,9,90,0,0,0,0,0,1,0,0.14,0.0,0.14,2020-11-22,1.5616666666666665,0.955,0.03833333333333333,0.16833333333333333,1.1883333333333332
10331,22/11/2020,False,"Fabianski  Lukasz Fabianski (West Ham United, Goalkeeper)",GKP,WHU,SHU,0,18,30,1,0,0,0,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-22,1.5616666666666665,0.955,0.0,0.0,1.1883333333333332
10339,22/11/2020,False,"Soucek  Tomas Soucek (West Ham United, Midfielder)",MID,WHU,SHU,0,5,5,1,0,0,0,9,90,0,0,0,0,0,1,0,0.01,0.57,0.58,2020-11-22,1.5616666666666665,0.955,0.17166666666666666,0.035,1.1883333333333332
10334,22/11/2020,False,"Lanzini  Manuel Lanzini (West Ham United, Midfielder)",MID,WHU,SHU,0,2,2,0,0,0,0,9,14,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-22,1.5616666666666665,0.955,,,
10335,22/11/2020,False,"Masuaku  Arthur Masuaku (West Ham United, Defender)",DEF,WHU,SHU,0,17,29,1,0,0,0,9,90,0,0,0,0,0,1,0,0.57,0.0,0.57,2020-11-22,1.5616666666666665,0.955,0.07541899441340782,0.1005586592178771,1.1856797020484173
10336,22/11/2020,False,"Noble  Mark Noble (West Ham United, Midfielder)",MID,WHU,SHU,0,2,2,0,0,0,0,9,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-11-22,1.5616666666666665,0.955,,,
10337,22/11/2020,False,"Ogbonna  Angelo Ogbonna (West Ham United, Defender)",DEF,WHU,SHU,0,8,20,1,0,0,0,9,90,0,0,0,0,0,1,0,0.0,0.07,0.07,2020-11-22,1.5616666666666665,0.955,0.029824561403508774,0.05964912280701755,1.1571929824561402
10327,22/11/2020,False,"Balbuena  Fabián Balbuena (West Ham United, Defender)",DEF,WHU,SHU,0,13,25,1,0,0,0,9,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-11-22,1.5616666666666665,0.955,0.043333333333333335,0.003333333333333333,1.1883333333333332
10333,22/11/2020,False,"Haller  Sébastien Haller (West Ham United, Forward)",FWD,WHU,SHU,0,9,36,1,0,1,0,9,90,0,0,0,0,0,1,0,0.23,0.96,1.19,2020-11-22,1.5616666666666665,0.955,0.22380952380952382,0.004761904761904762,1.6134391534391535
10326,22/11/2020,True,"Robinson (Jack)  Jack Robinson (Sheffield United, Defender)",DEF,SHU,WHU,0,2,2,0,0,0,0,9,28,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-11-22,1.1883333333333332,1.3516666666666666,,,
10318,22/11/2020,True,"Egan  John Egan (Sheffield United, Defender)",DEF,SHU,WHU,0,15,15,0,0,0,1,9,90,0,0,0,0,0,1,0,0.04,0.0,0.04,2020-11-22,1.1883333333333332,1.3516666666666666,0.01,0.01,1.6399999999999997
10324,22/11/2020,True,"Norwood  Oliver Norwood (Sheffield United, Midfielder)",MID,SHU,WHU,0,12,12,0,0,0,1,9,65,1,0,0,0,0,1,0,0.02,0.0,0.02,2020-11-22,1.1883333333333332,1.3516666666666666,,,
